name,datetime (utc timezone),followed
mind.bnk48official,2018-05-06 05:00:02,112156
maysa.bnk48official,2018-05-06 05:00:02,112126
nink.bnk48official,2018-05-06 05:00:02,107336
kate.bnk48official,2018-05-06 05:00:02,99759
piam.bnk48office,2018-05-06 05:00:02,99333
jib.bnk48office,2018-05-06 05:00:02,93495
mewnich.bnk48official,2018-05-06 05:00:02,68575
june.bnk48office,2018-05-06 05:00:02,59311
fond.bnk48office,2018-05-06 05:00:02,58835
ratah.bnk48official,2018-05-06 05:00:02,47210
bamboo.bnk48office,2018-05-06 05:00:02,40320
cake.bnk48official,2018-05-06 05:00:02,39384
pakwan.bnk48office,2018-05-06 05:00:02,36680
aom.bnk48official,2018-05-06 05:00:02,36108
deenee.bnk48official,2018-05-06 05:00:02,35492
panda.bnk48official,2018-05-06 05:00:02,35279
wee.bnk48official,2018-05-06 05:00:02,35054
myyu.bnk48official,2018-05-06 05:00:02,34036
niky.bnk48office,2018-05-06 05:00:02,33645
phukkhom.bnk48office,2018-05-06 05:00:02,33615
kheng.bnk48official,2018-05-06 05:00:02,33352
gygee.bnk48official,2018-05-06 05:00:02,32274
fifa.bnk48official,2018-05-06 05:00:02,31785
new.bnk48official,2018-05-06 05:00:02,30553
view.bnk48official,2018-05-06 05:00:02,30403
stang.bnk48office,2018-05-06 05:00:02,30322
minmin.bnk48office,2018-05-06 05:00:02,30307
khamin.bnk48official,2018-05-06 05:00:02,29896
maira.bnk48official,2018-05-06 05:00:02,29731
natherine.bnk48official,2018-05-06 05:00:02,29445
faii.bnk48official,2018-05-06 05:00:02,28173
oom.bnk48official,2018-05-06 05:00:02,27445
nine.bnk48official,2018-05-06 05:00:02,25947
pun.bnk48official,2018-05-06 04:00:03,415066
cherprang.bnk48official,2018-05-06 04:00:03,360345
orn.bnk48official,2018-05-06 04:00:03,267893
jennis.bnk48official,2018-05-06 04:00:03,245831
music.bnk48official,2018-05-06 04:00:03,237688
mobile.bnk48official,2018-05-06 04:00:03,232096
noey.bnk48office,2018-05-06 04:00:03,226694
kaimook.bnk48official,2018-05-06 04:00:03,211706
kaew.bnk48official,2018-05-06 04:00:03,190635
tarwaan.bnk48office,2018-05-06 04:00:03,170173
satchan.bnk48official,2018-05-06 04:00:03,166284
namneung.bnk48official,2018-05-06 04:00:03,156634
pupe.bnk48official,2018-05-06 04:00:03,147558
miori.bnk48official,2018-05-06 04:00:03,142054
namsai.bnk48official,2018-05-06 04:00:03,140890
jane.bnk48official,2018-05-06 04:00:03,137216
can.bnk48official,2018-05-06 04:00:03,132369
rinaizuta.bnk48official,2018-05-06 04:00:03,124119
jaa.bnk48official,2018-05-06 04:00:03,122412
korn.bnk48official,2018-05-06 04:00:03,117415
mind.bnk48official,2018-05-06 04:00:03,112119
maysa.bnk48official,2018-05-06 04:00:03,112082
nink.bnk48official,2018-05-06 04:00:03,107299
kate.bnk48official,2018-05-06 04:00:03,99722
piam.bnk48office,2018-05-06 04:00:03,99295
jib.bnk48office,2018-05-06 04:00:03,93468
mewnich.bnk48official,2018-05-06 04:00:03,68521
june.bnk48office,2018-05-06 04:00:03,59279
fond.bnk48office,2018-05-06 04:00:03,58782
ratah.bnk48official,2018-05-06 04:00:03,47163
bamboo.bnk48office,2018-05-06 04:00:03,40288
cake.bnk48official,2018-05-06 04:00:03,39319
pakwan.bnk48office,2018-05-06 04:00:03,36654
aom.bnk48official,2018-05-06 04:00:03,36047
deenee.bnk48official,2018-05-06 04:00:03,35436
panda.bnk48official,2018-05-06 04:00:03,35221
wee.bnk48official,2018-05-06 04:00:03,35041
myyu.bnk48official,2018-05-06 04:00:03,34015
niky.bnk48office,2018-05-06 04:00:03,33626
phukkhom.bnk48office,2018-05-06 04:00:03,33581
kheng.bnk48official,2018-05-06 04:00:03,33334
gygee.bnk48official,2018-05-06 04:00:03,32252
fifa.bnk48official,2018-05-06 04:00:03,31737
new.bnk48official,2018-05-06 04:00:03,30520
view.bnk48official,2018-05-06 04:00:03,30380
stang.bnk48office,2018-05-06 04:00:03,30300
minmin.bnk48office,2018-05-06 04:00:03,30284
khamin.bnk48official,2018-05-06 04:00:03,29871
maira.bnk48official,2018-05-06 04:00:03,29711
natherine.bnk48official,2018-05-06 04:00:03,29423
faii.bnk48official,2018-05-06 04:00:03,28145
oom.bnk48official,2018-05-06 04:00:03,27421
nine.bnk48official,2018-05-06 04:00:03,25927
pun.bnk48official,2018-05-06 03:00:02,414951
cherprang.bnk48official,2018-05-06 03:00:02,360261
orn.bnk48official,2018-05-06 03:00:02,267807
jennis.bnk48official,2018-05-06 03:00:02,245742
music.bnk48official,2018-05-06 03:00:02,237613
mobile.bnk48official,2018-05-06 03:00:02,232006
noey.bnk48office,2018-05-06 03:00:02,226619
kaimook.bnk48official,2018-05-06 03:00:02,211625
kaew.bnk48official,2018-05-06 03:00:02,190563
tarwaan.bnk48office,2018-05-06 03:00:02,170106
satchan.bnk48official,2018-05-06 03:00:02,166226
namneung.bnk48official,2018-05-06 03:00:02,156554
pupe.bnk48official,2018-05-06 03:00:02,147508
miori.bnk48official,2018-05-06 03:00:02,142010
namsai.bnk48official,2018-05-06 03:00:02,140843
jane.bnk48official,2018-05-06 03:00:02,137125
can.bnk48official,2018-05-06 03:00:02,132309
rinaizuta.bnk48official,2018-05-06 03:00:02,124074
jaa.bnk48official,2018-05-06 03:00:02,122356
korn.bnk48official,2018-05-06 03:00:02,117380
mind.bnk48official,2018-05-06 03:00:02,112086
maysa.bnk48official,2018-05-06 03:00:02,112032
nink.bnk48official,2018-05-06 03:00:02,107260
kate.bnk48official,2018-05-06 03:00:02,99689
piam.bnk48office,2018-05-06 03:00:02,99262
jib.bnk48office,2018-05-06 03:00:02,93440
mewnich.bnk48official,2018-05-06 03:00:02,68448
june.bnk48office,2018-05-06 03:00:02,59248
fond.bnk48office,2018-05-06 03:00:02,58726
ratah.bnk48official,2018-05-06 03:00:02,47125
bamboo.bnk48office,2018-05-06 03:00:02,40257
cake.bnk48official,2018-05-06 03:00:02,39264
pakwan.bnk48office,2018-05-06 03:00:02,36633
aom.bnk48official,2018-05-06 03:00:02,36003
deenee.bnk48official,2018-05-06 03:00:02,35390
panda.bnk48official,2018-05-06 03:00:02,35179
wee.bnk48official,2018-05-06 03:00:02,35022
myyu.bnk48official,2018-05-06 03:00:02,33999
niky.bnk48office,2018-05-06 03:00:02,33610
phukkhom.bnk48office,2018-05-06 03:00:02,33560
kheng.bnk48official,2018-05-06 03:00:02,33323
gygee.bnk48official,2018-05-06 03:00:02,32234
fifa.bnk48official,2018-05-06 03:00:02,31694
new.bnk48official,2018-05-06 03:00:02,30496
view.bnk48official,2018-05-06 03:00:02,30361
stang.bnk48office,2018-05-06 03:00:02,30286
minmin.bnk48office,2018-05-06 03:00:02,30262
khamin.bnk48official,2018-05-06 03:00:02,29856
maira.bnk48official,2018-05-06 03:00:02,29692
natherine.bnk48official,2018-05-06 03:00:02,29405
faii.bnk48official,2018-05-06 03:00:02,28124
oom.bnk48official,2018-05-06 03:00:02,27397
nine.bnk48official,2018-05-06 03:00:02,25909
pun.bnk48official,2018-05-06 02:00:03,414844
cherprang.bnk48official,2018-05-06 02:00:03,360195
orn.bnk48official,2018-05-06 02:00:03,267729
jennis.bnk48official,2018-05-06 02:00:03,245676
music.bnk48official,2018-05-06 02:00:03,237541
mobile.bnk48official,2018-05-06 02:00:03,231931
noey.bnk48office,2018-05-06 02:00:03,226558
kaimook.bnk48official,2018-05-06 02:00:03,211567
kaew.bnk48official,2018-05-06 02:00:03,190499
tarwaan.bnk48office,2018-05-06 02:00:03,170051
satchan.bnk48official,2018-05-06 02:00:03,166173
namneung.bnk48official,2018-05-06 02:00:03,156481
pupe.bnk48official,2018-05-06 02:00:03,147463
miori.bnk48official,2018-05-06 02:00:03,141977
namsai.bnk48official,2018-05-06 02:00:03,140795
jane.bnk48official,2018-05-06 02:00:03,137041
can.bnk48official,2018-05-06 02:00:03,132254
rinaizuta.bnk48official,2018-05-06 02:00:03,124032
jaa.bnk48official,2018-05-06 02:00:03,122316
korn.bnk48official,2018-05-06 02:00:03,117338
mind.bnk48official,2018-05-06 02:00:03,112058
maysa.bnk48official,2018-05-06 02:00:03,111997
nink.bnk48official,2018-05-06 02:00:03,107229
kate.bnk48official,2018-05-06 02:00:03,99653
piam.bnk48office,2018-05-06 02:00:03,99220
jib.bnk48office,2018-05-06 02:00:03,93402
mewnich.bnk48official,2018-05-06 02:00:03,68379
june.bnk48office,2018-05-06 02:00:03,59220
fond.bnk48office,2018-05-06 02:00:03,58668
ratah.bnk48official,2018-05-06 02:00:03,47093
bamboo.bnk48office,2018-05-06 02:00:03,40227
cake.bnk48official,2018-05-06 02:00:03,39218
pakwan.bnk48office,2018-05-06 02:00:03,36605
aom.bnk48official,2018-05-06 02:00:03,35953
deenee.bnk48official,2018-05-06 02:00:03,35354
panda.bnk48official,2018-05-06 02:00:03,35132
wee.bnk48official,2018-05-06 02:00:03,35005
myyu.bnk48official,2018-05-06 02:00:03,33973
niky.bnk48office,2018-05-06 02:00:03,33588
phukkhom.bnk48office,2018-05-06 02:00:03,33538
kheng.bnk48official,2018-05-06 02:00:03,33305
gygee.bnk48official,2018-05-06 02:00:03,32215
fifa.bnk48official,2018-05-06 02:00:03,31652
new.bnk48official,2018-05-06 02:00:03,30471
view.bnk48official,2018-05-06 02:00:03,30337
stang.bnk48office,2018-05-06 02:00:03,30270
minmin.bnk48office,2018-05-06 02:00:03,30242
khamin.bnk48official,2018-05-06 02:00:03,29839
maira.bnk48official,2018-05-06 02:00:03,29672
natherine.bnk48official,2018-05-06 02:00:03,29381
faii.bnk48official,2018-05-06 02:00:03,28101
oom.bnk48official,2018-05-06 02:00:03,27373
nine.bnk48official,2018-05-06 02:00:03,25891
pun.bnk48official,2018-05-06 01:00:02,414765
cherprang.bnk48official,2018-05-06 01:00:02,360143
orn.bnk48official,2018-05-06 01:00:02,267657
jennis.bnk48official,2018-05-06 01:00:02,245609
music.bnk48official,2018-05-06 01:00:02,237468
mobile.bnk48official,2018-05-06 01:00:02,231873
noey.bnk48office,2018-05-06 01:00:02,226507
kaimook.bnk48official,2018-05-06 01:00:02,211508
kaew.bnk48official,2018-05-06 01:00:02,190441
tarwaan.bnk48office,2018-05-06 01:00:02,170003
satchan.bnk48official,2018-05-06 01:00:02,166125
namneung.bnk48official,2018-05-06 01:00:02,156416
pupe.bnk48official,2018-05-06 01:00:02,147414
miori.bnk48official,2018-05-06 01:00:02,141949
namsai.bnk48official,2018-05-06 01:00:02,140749
jane.bnk48official,2018-05-06 01:00:02,136973
can.bnk48official,2018-05-06 01:00:02,132205
rinaizuta.bnk48official,2018-05-06 01:00:02,124001
jaa.bnk48official,2018-05-06 01:00:02,122271
korn.bnk48official,2018-05-06 01:00:02,117302
mind.bnk48official,2018-05-06 01:00:02,112023
maysa.bnk48official,2018-05-06 01:00:02,111959
nink.bnk48official,2018-05-06 01:00:02,107193
kate.bnk48official,2018-05-06 01:00:02,99631
piam.bnk48office,2018-05-06 01:00:02,99190
jib.bnk48office,2018-05-06 01:00:02,93377
mewnich.bnk48official,2018-05-06 01:00:02,68336
june.bnk48office,2018-05-06 01:00:02,59195
fond.bnk48office,2018-05-06 01:00:02,58633
ratah.bnk48official,2018-05-06 01:00:02,47067
bamboo.bnk48office,2018-05-06 01:00:02,40205
cake.bnk48official,2018-05-06 01:00:02,39175
pakwan.bnk48office,2018-05-06 01:00:02,36583
aom.bnk48official,2018-05-06 01:00:02,35921
deenee.bnk48official,2018-05-06 01:00:02,35318
panda.bnk48official,2018-05-06 01:00:02,35097
wee.bnk48official,2018-05-06 01:00:02,34991
myyu.bnk48official,2018-05-06 01:00:02,33956
niky.bnk48office,2018-05-06 01:00:02,33573
phukkhom.bnk48office,2018-05-06 01:00:02,33519
kheng.bnk48official,2018-05-06 01:00:02,33293
gygee.bnk48official,2018-05-06 01:00:02,32197
fifa.bnk48official,2018-05-06 01:00:02,31620
new.bnk48official,2018-05-06 01:00:02,30458
view.bnk48official,2018-05-06 01:00:02,30321
minmin.bnk48office,2018-05-06 01:00:02,30227
khamin.bnk48official,2018-05-06 01:00:02,29822
maira.bnk48official,2018-05-06 01:00:02,29656
natherine.bnk48official,2018-05-06 01:00:02,29367
faii.bnk48official,2018-05-06 01:00:02,28083
oom.bnk48official,2018-05-06 01:00:02,27361
nine.bnk48official,2018-05-06 01:00:02,25871
pun.bnk48official,2018-05-06 00:00:04,414701
cherprang.bnk48official,2018-05-06 00:00:04,360093
orn.bnk48official,2018-05-06 00:00:04,267606
jennis.bnk48official,2018-05-06 00:00:04,245562
music.bnk48official,2018-05-06 00:00:04,237423
mobile.bnk48official,2018-05-06 00:00:04,231830
noey.bnk48office,2018-05-06 00:00:04,226466
kaimook.bnk48official,2018-05-06 00:00:04,211471
kaew.bnk48official,2018-05-06 00:00:04,190407
tarwaan.bnk48office,2018-05-06 00:00:04,169974
satchan.bnk48official,2018-05-06 00:00:04,166088
namneung.bnk48official,2018-05-06 00:00:04,156378
pupe.bnk48official,2018-05-06 00:00:04,147387
miori.bnk48official,2018-05-06 00:00:04,141930
namsai.bnk48official,2018-05-06 00:00:04,140721
jane.bnk48official,2018-05-06 00:00:04,136916
can.bnk48official,2018-05-06 00:00:04,132172
rinaizuta.bnk48official,2018-05-06 00:00:04,123987
jaa.bnk48official,2018-05-06 00:00:04,122239
korn.bnk48official,2018-05-06 00:00:04,117277
mind.bnk48official,2018-05-06 00:00:04,111998
maysa.bnk48official,2018-05-06 00:00:04,111935
nink.bnk48official,2018-05-06 00:00:04,107171
kate.bnk48official,2018-05-06 00:00:04,99613
piam.bnk48office,2018-05-06 00:00:04,99169
jib.bnk48office,2018-05-06 00:00:04,93362
mewnich.bnk48official,2018-05-06 00:00:04,68314
june.bnk48office,2018-05-06 00:00:04,59182
fond.bnk48office,2018-05-06 00:00:04,58608
ratah.bnk48official,2018-05-06 00:00:04,47044
bamboo.bnk48office,2018-05-06 00:00:04,40190
cake.bnk48official,2018-05-06 00:00:04,39144
pakwan.bnk48office,2018-05-06 00:00:04,36570
aom.bnk48official,2018-05-06 00:00:04,35898
deenee.bnk48official,2018-05-06 00:00:04,35291
panda.bnk48official,2018-05-06 00:00:04,35063
wee.bnk48official,2018-05-06 00:00:04,34980
myyu.bnk48official,2018-05-06 00:00:04,33945
niky.bnk48office,2018-05-06 00:00:04,33560
phukkhom.bnk48office,2018-05-06 00:00:04,33508
kheng.bnk48official,2018-05-06 00:00:04,33285
gygee.bnk48official,2018-05-06 00:00:04,32189
fifa.bnk48official,2018-05-06 00:00:04,31595
new.bnk48official,2018-05-06 00:00:04,30443
view.bnk48official,2018-05-06 00:00:04,30315
stang.bnk48office,2018-05-06 00:00:04,30259
minmin.bnk48office,2018-05-06 00:00:04,30216
khamin.bnk48official,2018-05-06 00:00:04,29815
maira.bnk48official,2018-05-06 00:00:04,29642
natherine.bnk48official,2018-05-06 00:00:04,29359
faii.bnk48official,2018-05-06 00:00:04,28069
oom.bnk48official,2018-05-06 00:00:04,27350
nine.bnk48official,2018-05-06 00:00:04,25865
pun.bnk48official,2018-05-05 23:00:02,414668
cherprang.bnk48official,2018-05-05 23:00:02,360068
orn.bnk48official,2018-05-05 23:00:02,267577
jennis.bnk48official,2018-05-05 23:00:02,245537
music.bnk48official,2018-05-05 23:00:02,237403
mobile.bnk48official,2018-05-05 23:00:02,231811
noey.bnk48office,2018-05-05 23:00:02,226452
kaimook.bnk48official,2018-05-05 23:00:02,211453
kaew.bnk48official,2018-05-05 23:00:02,190395
tarwaan.bnk48office,2018-05-05 23:00:02,169960
satchan.bnk48official,2018-05-05 23:00:02,166072
namneung.bnk48official,2018-05-05 23:00:02,156355
pupe.bnk48official,2018-05-05 23:00:02,147375
miori.bnk48official,2018-05-05 23:00:02,141917
namsai.bnk48official,2018-05-05 23:00:02,140710
jane.bnk48official,2018-05-05 23:00:02,136900
can.bnk48official,2018-05-05 23:00:02,132158
rinaizuta.bnk48official,2018-05-05 23:00:02,123977
jaa.bnk48official,2018-05-05 23:00:02,122228
korn.bnk48official,2018-05-05 23:00:02,117270
mind.bnk48official,2018-05-05 23:00:02,111987
maysa.bnk48official,2018-05-05 23:00:02,111922
nink.bnk48official,2018-05-05 23:00:02,107163
kate.bnk48official,2018-05-05 23:00:02,99604
piam.bnk48office,2018-05-05 23:00:02,99165
jib.bnk48office,2018-05-05 23:00:02,93357
mewnich.bnk48official,2018-05-05 23:00:02,68296
june.bnk48office,2018-05-05 23:00:02,59131
fond.bnk48office,2018-05-05 23:00:02,58595
ratah.bnk48official,2018-05-05 23:00:02,47039
bamboo.bnk48office,2018-05-05 23:00:02,40184
cake.bnk48official,2018-05-05 23:00:02,39131
pakwan.bnk48office,2018-05-05 23:00:02,36567
aom.bnk48official,2018-05-05 23:00:02,35887
deenee.bnk48official,2018-05-05 23:00:02,35280
panda.bnk48official,2018-05-05 23:00:02,35051
wee.bnk48official,2018-05-05 23:00:02,34981
myyu.bnk48official,2018-05-05 23:00:02,33940
niky.bnk48office,2018-05-05 23:00:02,33556
phukkhom.bnk48office,2018-05-05 23:00:02,33507
kheng.bnk48official,2018-05-05 23:00:02,33282
gygee.bnk48official,2018-05-05 23:00:02,32186
fifa.bnk48official,2018-05-05 23:00:02,31586
new.bnk48official,2018-05-05 23:00:02,30442
view.bnk48official,2018-05-05 23:00:02,30311
stang.bnk48office,2018-05-05 23:00:02,30258
minmin.bnk48office,2018-05-05 23:00:02,30215
khamin.bnk48official,2018-05-05 23:00:02,29810
maira.bnk48official,2018-05-05 23:00:02,29635
natherine.bnk48official,2018-05-05 23:00:02,29358
faii.bnk48official,2018-05-05 23:00:02,28068
oom.bnk48official,2018-05-05 23:00:02,27347
nine.bnk48official,2018-05-05 23:00:02,25862
pun.bnk48official,2018-05-05 22:00:02,414654
cherprang.bnk48official,2018-05-05 22:00:02,360064
orn.bnk48official,2018-05-05 22:00:02,267562
jennis.bnk48official,2018-05-05 22:00:02,245529
music.bnk48official,2018-05-05 22:00:02,237396
mobile.bnk48official,2018-05-05 22:00:02,231805
noey.bnk48office,2018-05-05 22:00:02,226446
kaimook.bnk48official,2018-05-05 22:00:02,211444
kaew.bnk48official,2018-05-05 22:00:02,190388
tarwaan.bnk48office,2018-05-05 22:00:02,169953
satchan.bnk48official,2018-05-05 22:00:02,166068
namneung.bnk48official,2018-05-05 22:00:02,156347
pupe.bnk48official,2018-05-05 22:00:02,147369
miori.bnk48official,2018-05-05 22:00:02,141912
namsai.bnk48official,2018-05-05 22:00:02,140703
jane.bnk48official,2018-05-05 22:00:02,136893
can.bnk48official,2018-05-05 22:00:02,132151
rinaizuta.bnk48official,2018-05-05 22:00:02,123975
jaa.bnk48official,2018-05-05 22:00:02,122222
korn.bnk48official,2018-05-05 22:00:02,117267
mind.bnk48official,2018-05-05 22:00:02,111982
maysa.bnk48official,2018-05-05 22:00:02,111918
nink.bnk48official,2018-05-05 22:00:02,107161
kate.bnk48official,2018-05-05 22:00:02,99601
piam.bnk48office,2018-05-05 22:00:02,99162
jib.bnk48office,2018-05-05 22:00:02,93352
mewnich.bnk48official,2018-05-05 22:00:02,68292
june.bnk48office,2018-05-05 22:00:02,59128
fond.bnk48office,2018-05-05 22:00:02,58591
ratah.bnk48official,2018-05-05 22:00:02,47035
bamboo.bnk48office,2018-05-05 22:00:02,40181
cake.bnk48official,2018-05-05 22:00:02,39125
pakwan.bnk48office,2018-05-05 22:00:02,36560
aom.bnk48official,2018-05-05 22:00:02,35883
deenee.bnk48official,2018-05-05 22:00:02,35276
panda.bnk48official,2018-05-05 22:00:02,35043
wee.bnk48official,2018-05-05 22:00:02,34979
myyu.bnk48official,2018-05-05 22:00:02,33939
niky.bnk48office,2018-05-05 22:00:02,33555
phukkhom.bnk48office,2018-05-05 22:00:02,33503
kheng.bnk48official,2018-05-05 22:00:02,33281
gygee.bnk48official,2018-05-05 22:00:02,32185
fifa.bnk48official,2018-05-05 22:00:02,31583
new.bnk48official,2018-05-05 22:00:02,30439
view.bnk48official,2018-05-05 22:00:02,30310
stang.bnk48office,2018-05-05 22:00:02,30257
minmin.bnk48office,2018-05-05 22:00:02,30214
khamin.bnk48official,2018-05-05 22:00:02,29809
maira.bnk48official,2018-05-05 22:00:02,29631
natherine.bnk48official,2018-05-05 22:00:02,29355
faii.bnk48official,2018-05-05 22:00:02,28063
oom.bnk48official,2018-05-05 22:00:02,27344
nine.bnk48official,2018-05-05 22:00:02,25861
pun.bnk48official,2018-05-05 21:00:02,414633
cherprang.bnk48official,2018-05-05 21:00:02,360046
orn.bnk48official,2018-05-05 21:00:02,267547
jennis.bnk48official,2018-05-05 21:00:02,245513
music.bnk48official,2018-05-05 21:00:02,237380
mobile.bnk48official,2018-05-05 21:00:02,231791
noey.bnk48office,2018-05-05 21:00:02,226427
kaimook.bnk48official,2018-05-05 21:00:02,211434
kaew.bnk48official,2018-05-05 21:00:02,190376
tarwaan.bnk48office,2018-05-05 21:00:02,169942
satchan.bnk48official,2018-05-05 21:00:02,166061
namneung.bnk48official,2018-05-05 21:00:02,156333
pupe.bnk48official,2018-05-05 21:00:02,147359
miori.bnk48official,2018-05-05 21:00:02,141901
namsai.bnk48official,2018-05-05 21:00:02,140696
jane.bnk48official,2018-05-05 21:00:02,136884
can.bnk48official,2018-05-05 21:00:02,132138
rinaizuta.bnk48official,2018-05-05 21:00:02,123966
jaa.bnk48official,2018-05-05 21:00:02,122214
korn.bnk48official,2018-05-05 21:00:02,117255
mind.bnk48official,2018-05-05 21:00:02,111977
maysa.bnk48official,2018-05-05 21:00:02,111909
nink.bnk48official,2018-05-05 21:00:02,107155
kate.bnk48official,2018-05-05 21:00:02,99596
piam.bnk48office,2018-05-05 21:00:02,99156
jib.bnk48office,2018-05-05 21:00:02,93348
mewnich.bnk48official,2018-05-05 21:00:02,68281
june.bnk48office,2018-05-05 21:00:02,59122
fond.bnk48office,2018-05-05 21:00:02,58585
ratah.bnk48official,2018-05-05 21:00:02,47030
bamboo.bnk48office,2018-05-05 21:00:02,40179
cake.bnk48official,2018-05-05 21:00:02,39118
pakwan.bnk48office,2018-05-05 21:00:02,36558
aom.bnk48official,2018-05-05 21:00:02,35881
deenee.bnk48official,2018-05-05 21:00:02,35271
panda.bnk48official,2018-05-05 21:00:02,35032
wee.bnk48official,2018-05-05 21:00:02,34976
myyu.bnk48official,2018-05-05 21:00:02,33936
niky.bnk48office,2018-05-05 21:00:02,33549
phukkhom.bnk48office,2018-05-05 21:00:02,33501
kheng.bnk48official,2018-05-05 21:00:02,33279
gygee.bnk48official,2018-05-05 21:00:02,32180
fifa.bnk48official,2018-05-05 21:00:02,31577
new.bnk48official,2018-05-05 21:00:02,30434
view.bnk48official,2018-05-05 21:00:02,30308
stang.bnk48office,2018-05-05 21:00:02,30255
minmin.bnk48office,2018-05-05 21:00:02,30210
khamin.bnk48official,2018-05-05 21:00:02,29806
maira.bnk48official,2018-05-05 21:00:02,29631
natherine.bnk48official,2018-05-05 21:00:02,29352
faii.bnk48official,2018-05-05 21:00:02,28060
oom.bnk48official,2018-05-05 21:00:02,27340
nine.bnk48official,2018-05-05 21:00:02,25858
pun.bnk48official,2018-05-05 20:00:02,414593
cherprang.bnk48official,2018-05-05 20:00:02,360025
orn.bnk48official,2018-05-05 20:00:02,267518
jennis.bnk48official,2018-05-05 20:00:02,245493
music.bnk48official,2018-05-05 20:00:02,237359
mobile.bnk48official,2018-05-05 20:00:02,231769
noey.bnk48office,2018-05-05 20:00:02,226404
kaimook.bnk48official,2018-05-05 20:00:02,211412
kaew.bnk48official,2018-05-05 20:00:02,190361
tarwaan.bnk48office,2018-05-05 20:00:02,169929
satchan.bnk48official,2018-05-05 20:00:02,166042
namneung.bnk48official,2018-05-05 20:00:02,156306
pupe.bnk48official,2018-05-05 20:00:02,147342
miori.bnk48official,2018-05-05 20:00:02,141886
namsai.bnk48official,2018-05-05 20:00:02,140681
jane.bnk48official,2018-05-05 20:00:02,136860
can.bnk48official,2018-05-05 20:00:02,132112
rinaizuta.bnk48official,2018-05-05 20:00:02,123956
jaa.bnk48official,2018-05-05 20:00:02,122200
korn.bnk48official,2018-05-05 20:00:02,117238
mind.bnk48official,2018-05-05 20:00:02,111965
maysa.bnk48official,2018-05-05 20:00:02,111893
nink.bnk48official,2018-05-05 20:00:02,107142
kate.bnk48official,2018-05-05 20:00:02,99582
piam.bnk48office,2018-05-05 20:00:02,99139
jib.bnk48office,2018-05-05 20:00:02,93337
mewnich.bnk48official,2018-05-05 20:00:02,68259
june.bnk48office,2018-05-05 20:00:02,59107
fond.bnk48office,2018-05-05 20:00:02,58572
ratah.bnk48official,2018-05-05 20:00:02,47017
bamboo.bnk48office,2018-05-05 20:00:02,40166
cake.bnk48official,2018-05-05 20:00:02,39095
pakwan.bnk48office,2018-05-05 20:00:02,36551
aom.bnk48official,2018-05-05 20:00:02,35858
deenee.bnk48official,2018-05-05 20:00:02,35255
panda.bnk48official,2018-05-05 20:00:02,35014
wee.bnk48official,2018-05-05 20:00:02,34967
myyu.bnk48official,2018-05-05 20:00:02,33925
niky.bnk48office,2018-05-05 20:00:02,33543
phukkhom.bnk48office,2018-05-05 20:00:02,33494
kheng.bnk48official,2018-05-05 20:00:02,33272
gygee.bnk48official,2018-05-05 20:00:02,32174
fifa.bnk48official,2018-05-05 20:00:02,31563
new.bnk48official,2018-05-05 20:00:02,30426
view.bnk48official,2018-05-05 20:00:02,30305
stang.bnk48office,2018-05-05 20:00:02,30251
minmin.bnk48office,2018-05-05 20:00:02,30204
khamin.bnk48official,2018-05-05 20:00:02,29802
maira.bnk48official,2018-05-05 20:00:02,29622
natherine.bnk48official,2018-05-05 20:00:02,29348
faii.bnk48official,2018-05-05 20:00:02,28053
oom.bnk48official,2018-05-05 20:00:02,27333
nine.bnk48official,2018-05-05 20:00:02,25851
pun.bnk48official,2018-05-05 19:00:03,414547
cherprang.bnk48official,2018-05-05 19:00:03,359999
orn.bnk48official,2018-05-05 19:00:03,267475
jennis.bnk48official,2018-05-05 19:00:03,245464
music.bnk48official,2018-05-05 19:00:03,237333
mobile.bnk48official,2018-05-05 19:00:03,231741
noey.bnk48office,2018-05-05 19:00:03,226373
kaimook.bnk48official,2018-05-05 19:00:03,211380
kaew.bnk48official,2018-05-05 19:00:03,190335
tarwaan.bnk48office,2018-05-05 19:00:03,169915
satchan.bnk48official,2018-05-05 19:00:03,166019
namneung.bnk48official,2018-05-05 19:00:03,156258
pupe.bnk48official,2018-05-05 19:00:03,147325
miori.bnk48official,2018-05-05 19:00:03,141870
namsai.bnk48official,2018-05-05 19:00:03,140657
jane.bnk48official,2018-05-05 19:00:03,136823
can.bnk48official,2018-05-05 19:00:03,132087
rinaizuta.bnk48official,2018-05-05 19:00:03,123941
jaa.bnk48official,2018-05-05 19:00:03,122184
korn.bnk48official,2018-05-05 19:00:03,117219
mind.bnk48official,2018-05-05 19:00:03,111947
maysa.bnk48official,2018-05-05 19:00:03,111870
nink.bnk48official,2018-05-05 19:00:03,107124
kate.bnk48official,2018-05-05 19:00:03,99573
piam.bnk48office,2018-05-05 19:00:03,99126
jib.bnk48office,2018-05-05 19:00:03,93326
mewnich.bnk48official,2018-05-05 19:00:03,68228
june.bnk48office,2018-05-05 19:00:03,59095
fond.bnk48office,2018-05-05 19:00:03,58548
ratah.bnk48official,2018-05-05 19:00:03,46998
bamboo.bnk48office,2018-05-05 19:00:03,40154
cake.bnk48official,2018-05-05 19:00:03,39072
pakwan.bnk48office,2018-05-05 19:00:03,36533
aom.bnk48official,2018-05-05 19:00:03,35838
deenee.bnk48official,2018-05-05 19:00:03,35240
panda.bnk48official,2018-05-05 19:00:03,34982
